UID,Name,Position,Gls,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr,Amb,Cons,Cont,Dirt,Imp M,Inj Pr,Prof,Spor,Vers,Temp,Rec,Inf
2000230067,Zacharie Yene,ST (C),5,5,10,3,11,13,6,11,7,7,9,7,12,7,12,9,7,11,15,6,7,8,8,7,7,11,15,11,6,13,3,1,7,7,5,1,8,2,3,1,4,3,3,3,3,2,1,3,11,11,1,5,12,6,11,8,9,17,- -  -,
2000230041,Dodi Ndo,ST (C),6,13,13,3,6,13,13,8,8,9,12,1,5,3,8,4,10,8,12,3,6,3,7,3,7,13,13,11,5,13,6,1,3,6,4,3,10,3,1,3,2,1,3,2,2,1,1,3,10,19,4,7,11,5,10,9,12,11,- -  -,
2000226074,Omar El Hanoudi,ST (C),8,13,11,7,13,10,13,12,8,10,12,8,10,5,12,14,11,3,10,5,6,5,7,6,6,13,13,10,6,13,5,1,5,7,4,3,9,1,2,1,3,3,1,3,2,3,3,2,10,18,6,5,4,5,11,2,10,14,- -  -,
2000223390,Wondimagegn Kira,ST (C),3,12,10,5,4,6,12,7,11,13,10,4,8,5,10,8,11,8,13,6,4,5,4,4,6,9,12,12,5,10,3,1,2,4,1,1,10,1,3,3,1,2,2,4,3,3,1,4,11,9,5,11,5,8,11,13,11,15,- -  -,
2000222445,Simon Oketch,ST (C),8,11,13,7,11,12,12,6,6,7,13,5,8,7,11,9,8,11,12,7,6,6,7,6,4,13,14,13,6,11,7,3,5,7,5,2,8,1,1,1,1,4,2,2,1,4,2,2,13,11,7,6,11,5,10,12,11,16,- -  -,
2000219679,Anteneh Teferra,ST (C),5,13,13,7,8,8,13,12,6,13,10,5,8,7,12,10,11,14,13,2,6,6,7,6,2,9,13,9,6,13,7,4,6,7,3,4,11,1,1,3,3,3,3,2,1,2,4,1,13,12,3,15,14,6,11,12,10,17,- -  -,Inj
2000219193,Luizinho,ST (C),11,14,12,4,3,11,13,10,1,5,7,1,9,6,5,10,10,10,14,7,6,3,7,6,6,14,10,13,6,14,7,1,6,7,3,1,10,2,2,1,1,3,3,3,1,3,3,3,11,12,6,6,4,10,12,10,10,16,- -  -,Ctr
2000211683,Dani Salas,ST (C),15,14,12,8,11,13,12,7,8,13,8,7,6,8,10,18,11,10,13,7,7,8,8,3,4,14,14,13,6,14,5,4,7,8,4,3,8,1,1,1,2,2,2,3,2,1,3,2,12,11,2,5,10,15,12,10,10,11,- -  -,
2000208341,Boualem Sryer,ST (C),14,14,7,7,10,6,9,8,9,5,12,6,8,8,11,12,11,9,11,3,7,8,7,7,3,14,13,11,7,13,8,2,6,5,6,2,11,1,2,1,3,2,1,2,2,1,1,3,12,11,1,8,11,8,10,4,13,10,- -  -,
2000206794,Marco Di Marzio,ST (C),3,10,5,3,8,16,8,5,3,5,6,4,9,1,10,15,7,7,6,3,3,3,3,2,2,9,13,10,2,12,2,1,2,4,4,1,7,1,3,1,3,4,3,3,2,1,2,2,11,8,8,13,1,6,10,8,9,7,- -  -,
2000205366,Yoann Beaka,ST (C),4,11,10,9,9,12,11,10,11,9,11,10,10,9,10,10,10,8,11,10,9,10,9,7,9,10,12,10,8,9,9,5,5,9,10,6,9,1,2,3,3,2,1,2,1,3,1,2,12,9,9,9,9,9,10,9,9,11,- -  -,
2000204770,Chidera Michael Okoh,ST (C),6,13,10,6,11,15,13,6,5,5,12,4,7,5,8,15,6,7,9,5,5,5,6,5,2,11,13,11,5,12,4,1,4,3,3,4,6,1,1,1,2,3,1,3,3,1,2,3,9,14,4,9,17,10,9,11,10,11,- -  -,
2000203088,Ike Nzuruba,ST (C),5,7,8,3,11,14,7,12,13,11,8,6,11,4,4,7,10,8,9,5,5,6,7,5,2,9,10,13,5,9,3,1,5,6,1,2,8,2,3,3,3,1,1,1,3,1,2,2,14,10,6,5,10,8,10,10,9,13,- -  -,
2000202044,Sadat Anaku,ST (C),8,13,13,12,7,15,13,11,12,12,11,6,11,4,9,2,13,14,10,5,8,7,12,8,7,13,14,11,8,14,9,6,8,7,9,6,12,3,3,2,3,2,3,2,1,1,1,3,11,13,2,7,11,12,13,13,14,19,- -  -,
2000201008,Mohamed Younes Cherifi,ST (C),7,12,12,3,13,8,13,7,6,11,12,3,10,6,11,8,12,9,13,8,6,7,6,5,4,13,12,7,6,12,5,1,5,7,4,2,10,2,1,4,2,3,1,2,3,2,2,3,10,13,3,5,9,11,14,13,9,17,- -  -,
2000194321,Ali Rasheed,ST (C),5,13,13,7,7,14,13,9,6,9,11,5,10,7,7,11,6,10,7,7,6,5,7,6,2,13,10,10,5,11,6,2,6,7,5,1,6,2,3,2,1,4,3,2,3,2,1,2,12,10,6,5,13,9,11,12,12,20,- -  -,
2000188373,Dani Fernández,ST (C),2,12,13,7,11,6,13,11,10,5,5,2,7,8,9,2,8,7,9,6,6,6,7,4,2,8,13,13,5,12,8,5,4,6,7,1,8,3,2,2,3,1,2,2,2,3,1,1,12,9,5,11,2,12,11,11,11,10,- -  -,
2000186423,Abdullah Al-Araibi,ST (C),5,13,13,7,9,13,13,12,4,5,10,8,8,7,11,16,8,6,11,6,6,6,7,6,6,10,13,10,5,13,6,3,2,7,8,6,8,1,2,2,2,1,2,1,1,1,3,3,10,6,6,10,1,6,11,13,11,14,- -  -,
2000185845,Nicola Sartini,ST (C),7,11,11,3,9,6,11,7,4,8,8,2,4,3,7,8,9,1,7,3,2,3,3,1,1,10,11,8,2,11,1,1,1,3,1,1,7,3,2,1,1,1,2,3,3,1,2,2,11,18,3,13,12,6,11,12,12,18,- -  -,
2000184608,Mohsen Alafi,ST (C),12,13,11,6,10,13,13,13,9,6,11,3,11,8,9,12,8,3,14,7,6,8,7,1,6,12,14,9,5,15,7,6,6,6,5,1,8,1,2,3,2,3,2,1,1,1,2,2,10,9,1,8,11,10,12,12,8,19,- -  -,
2000184415,Yahya Al-Najjai,ST (C),9,11,11,4,11,8,12,9,7,7,13,6,9,7,8,5,9,12,14,9,8,9,9,8,4,15,10,14,8,14,5,7,7,8,5,3,9,3,1,2,3,3,2,2,1,1,2,3,13,15,4,5,1,5,12,11,11,13,- -  -,
2000179518,Akinade Moses,ST (C),9,13,13,8,8,9,13,7,5,10,10,8,7,6,10,3,9,13,14,7,6,7,7,3,2,11,13,12,6,14,7,1,6,6,4,1,9,2,2,2,2,3,3,3,3,4,1,2,12,12,7,12,10,7,11,13,10,14,- -  -,
2000179152,Raed Dahla,ST (C),4,12,12,7,10,14,12,12,12,8,8,8,5,7,10,11,9,7,11,5,5,6,7,6,5,10,13,5,5,13,6,3,4,6,1,3,8,2,3,4,1,1,2,2,1,2,3,3,12,11,2,9,13,7,9,11,11,16,- -  -,
2000178996,Stevenson Jeudi,ST (C),5,14,10,4,14,12,10,13,8,15,10,8,10,5,11,5,13,6,13,4,7,4,8,7,7,13,10,13,7,10,6,2,5,4,4,2,11,3,3,1,4,3,3,1,2,3,3,3,10,16,6,14,15,8,13,11,11,11,- -  -,Inj
2000174724,Tebarek Hefamo,ST (C),4,13,13,7,9,15,11,6,6,5,11,3,7,6,9,4,9,6,8,7,6,7,7,6,6,13,13,13,4,13,7,1,5,7,3,1,9,1,3,3,3,1,1,1,3,3,1,3,10,15,7,9,14,10,9,10,10,10,- -  -,
2000171540,Firas Jumaa,ST (C),7,13,13,7,4,12,13,5,7,11,6,7,11,7,13,10,13,14,10,5,6,7,7,6,4,13,13,9,6,13,5,5,6,7,3,1,11,3,1,3,2,1,1,3,3,1,2,1,10,11,8,6,1,10,12,6,13,12,- -  -,
2000168336,Daniel Lukić,ST (C),17,14,12,4,11,15,14,11,8,7,11,7,9,5,12,11,11,1,14,8,7,9,8,3,5,14,14,14,6,14,7,1,4,6,6,2,11,2,1,1,1,1,2,3,2,2,2,2,13,14,3,13,12,10,11,11,11,13,- -  -,
2000167434,Salomon Omseb,ST (C),5,13,13,6,7,13,13,12,5,9,11,4,9,6,6,9,6,13,13,5,5,5,7,5,4,9,13,10,3,10,5,1,4,4,3,1,6,1,2,3,2,3,1,1,3,3,3,2,12,17,3,15,5,9,10,9,13,20,- -  -,
2000166446,Joseph Pyele Jr,ST (C),2,13,14,7,7,14,13,6,6,12,13,8,5,8,9,17,13,9,13,7,6,7,7,3,6,8,13,13,6,13,4,2,5,2,1,1,9,2,1,1,1,4,2,2,3,4,1,4,10,12,1,12,2,11,13,12,11,14,- -  -,
2000166430,Dominique Ndayishimiye,ST (C),13,13,13,7,5,12,13,6,10,8,6,7,9,6,9,8,8,11,14,5,6,7,7,6,4,8,11,13,6,13,6,2,5,7,1,1,9,3,2,2,2,1,3,1,1,1,2,3,13,12,2,9,15,7,12,13,11,19,- -  -,
2000164591,Christian Mba,ST (C),11,12,10,7,12,11,9,5,11,7,10,6,7,7,12,4,11,12,12,7,5,6,7,5,2,10,13,11,6,12,6,3,6,6,2,3,11,3,1,4,4,3,2,3,1,3,2,1,10,19,1,11,5,13,13,13,11,20,- -  -,
2000160504,Promise Orji,ST (C),3,14,12,8,10,18,13,5,8,14,11,8,12,3,13,5,12,6,13,8,6,6,7,7,2,10,13,13,6,10,7,1,6,8,10,6,12,1,2,2,1,3,3,1,2,2,1,2,11,9,4,6,3,8,13,12,9,20,- -  -,
